clauses,label
contractor shall notic intent claim time file less weekli thereaft long appropri submit contractor daili record engin likewis entitl receiv depart daili record,1
total amount bid pay item show total bid amount,0
total amount subcontract contract,0
depart also acquir modif revis origin,0
foot interv locat chang right way width occur,0
new design independ peer review shall complianc applic depart fhwa aashto criteria requir includ bridg load rate,1
util adjust certain util adjust reconstruct work may underway progress contract,1
materi accept certif may sampl test materi determin conform contract materi reject whether place,1
accept partner offer contractor option partnership bilater,0
depart requir statement depart comptrol fund avail prior enter,1
storag area treatment attenu storag area identif number dimens elev contour cross section suffici determin stage storag relationship storag area perman pool depth volum control elev normal wet system,0
part contract complementari describ provid complet work,0
provid workmen shall make due proper effort execut work manner prescrib contract document engin may take action prescrib,1
partial payment made aggreg base cours materi receiv pave base construct oper begin except construct sequenc design depart requir suspens pave base construct initi pave oper partial payment reinstat pave base construct resum,1
exclus remedi notwithstand provis contract parti agre depart shall liabil contractor expens cost item damag specif identifi payabl,1
upon complet contract transfer cost depart public record possess contractor keep maintain public record requir depart perform servic,1
temporari formwork construct affect public safeti major unusu structur prior placement concret ensur specialti engin designe inspect formwork submit written certif engin formwork construct safe withstand superimpos load subject,0
adjust payment materi lot made price determin multipli contract unit bid price lot pay factor determin describ payment subsect section order work,0
submit inform subcontract lower tier,0
complet bridg structur bridg structur element compon compris load carri assembl complet assembl connect final posit,0
provid addit space requir expens depart,1
protect indemnifi govern repres claim liabil aris base alleg violat,0
use spring balanc,0
agreement contractor supplier stockpil materi must includ provis supplier store materi materi properti contractor,1
develop oper accord approv sourc develop plan govern provid sourc written agreement contractor locat sourc,1
work structur navig water,0
item list payment lump sum unit plan show estim compon quantiti bidder sole respons estim quantiti,1
commerci weigh system use perman instal certifi commerci scale,1
specif special provis provid depart determin pay quantiti item basi area finish work adjust accord ratio measur thick nomin thick,0
percent contract price pay item,0
placement maintain record deliveri document accept manner includ follow applic,1
four ten slurri unit contain materi cover one acr hectar measur accord subsect,0
pay item provid free cost depart shall indic free,1
contractor given option accept reject adjust,1
price adjust determin cost accord far part contract cost principl procedur follow requir far claus provid equit price adjust,1
depart modif contract document notif modif contract document post depart websit follow url address http www,1
work complet identifi measur interim measur,0
result deliber act without reason good faith basi specif intend disrupt contractor perform,0
partner facilit contract co offer particip formal partnership contractor,0
suspens remov equip materi clear zone except requir safeti travel public retain suffici personnel job site properli meet requir section,1
sureti furnish legal defens payment perform claim suit sureti shall indemnifi provid defens depart call upon claim suit depart third parti pertain contractor payment perform issu aris contract contractor fail time provid depart defens,1
form falsework cast place concret structur greater feet meter height,0
movement equip around project site must accord requir standard plan creat undu hazard travel public worker,1
coast guard permit condit preced final accept project submit engin certifi survey verifi built clearanc describ us armi corp engin permit,1
name person measur work,0
quantiti paid exceed correspond quantiti estim contract,0
purpos award open read propos depart consid bid correct summat unit bid price multipli estim quantiti shown propos,0
comput quantiti use averag end area multipli horizont distanc along centerlin refer line end area,0
submit certif engin prior incorpor materi product project,1
complet work depart upon declar default depart full author appropri use suitabl accept materi equip site may enter agreement other complet work contract may use method complet work accept manner,1
autom machin guidanc util set stake greater feet tangent feet curv,0
legal relationship parti perform contract contractor independ contractor,0
depart liabil anticip profit unfinish work,0
applic condit met approv particip made offic comptrol applic notifi approv action taken,1
protect structur oper heavi equip close enough pipe headwal structur caus displac,0
equip rate base latest edit date work perform begin rental rate blue book construct equip rental rate blue book older construct equip whichev applic publish machineri inform divis primedia inform inc,0
provid addit space need,1
govern employe busi organ own substanti own control one govern employe may contractor,1
contractor make modif perman work purpos expedit contractor chosen construct method contractor shall submit propos engin record review approv prior modifi work,1
insecticid herbicid use product found follow websit http state,0
depart accept offici bid set propos form gener depart bid softwar along complet propos packag submit via internet accord,1
preconstruct confer immedi award contract contractor begin work engin call preconstruct confer place engin design go construct aspect project,0
notifi engin write least two day advanc start date import featur work,1
discuss feasibl sequenc futur work mitig delay,0
necessari engin may requir contractor first construct work area along project inconveni caus construct oper would present seriou handicap,1
florida statut contractor fail complet work within contract time depart may recov contractor amount depart pay damag suffer third parti unless failur time complet work caus depart act omiss,1
right collect depart right appli payment liquid damag money depart owe contractor,1
ownership dispos exist materi take ownership dispos materi design properti parti roadway structur found right way materi structur design remov,0
price adjust made amount gasolin diesel fuel estim depart requir complet contract,1
use specif manufactur process process modifi chemic content physic shape size final finish product begin initi melt continu final shape coat,0
depart delet util reloc work contract depart recalcul contract bid tabul base remain project quantiti,0
pipe culvert box culvert qualifi bridg exclud requir,1
depart respons loss suffer due necessari remov repair defect,1
fhwa form notic project subject titl crimin code section poster,1
bidder propos guaranti bind project includ contract award contractor pursuant provis subarticl,0
provid materi contractor certifi invoic maintain requir period,1
includ total contract amount cost materi manufactur compon product transport project site,0
suppli reason need perform work contractor receiv actual cost suppli,1
perform aggreg sourc qualiti test list sampl test accept requir tabl section use govern provid sourc,1
howev mandatori submit propos depart accept transmit subcontractor propos propos depart,1
internet bid submitt must acknowledg behalf person firm associ corpor submit bid certifi person firm associ corpor either directli indirectli enter agreement particip collus otherwis taken action restraint free competit bid connect submit bid indic propos,1
includ quantiti unless field note document quantiti submit close date,0
contractor respons work assum respons work final accept except provid subsect,1
circuit court arbitr proceed claim part thereof may file final accept per contract work depart denial hereund whichev occur last,1
reli avail govern test result process control,0
author suspend contractor oper engin author suspend contractor oper wholli part,0
waiver contract chang made engin consid waiv provis contract may contractor make claim loss anticip profit chang reason variat approxim quantiti quantiti work actual perform,1
govern risk probabl work reject qualiti level accept,1
furthermor contractor must submit engin request contract time extens write within day elimin delay control item work identifi preliminari request extens contract time,1
submit sampl materi sourc qualiti verif test materi requir conform section,1
measur subsect section order work refer anoth section measur work bid schedul contain pay item work referenc section,0
document requir signatur must execut electron parti accord chapter florida statut forc effect written signatur,1
howev engin determin work thu expos examin accept depart pay,1
tangent section set horizont control point foot interv instrument survey,0
upon approv engin analysi scope engin specialti,1
lot normal repres total quantiti work produc one lot may occur chang target valu materi sourc job mix formula request write approv,1
perform qualiti control sampl test accord approv contractor qualiti control plan section applic sampl test accept requir tabl includ end section,1
immedi perform remedi work,0
upon engin written order perform accept manner necessari repair due open necessari work engin order subject condit origin work perform,1
releas retainag accept contractor furnish,1
inspect plant work may inspect point product fabric manufactur plant may inspect complianc specifi manufactur method,1
protect monument establish perpetu horizont vertic cadastr boundari control necessari destroy monument reestablish monument accord applic state statut direct agenc individu establish monument,1
fuel price decreas month bid month,0
util work actual affect progress toward complet control work item,0
use depart own right way purpos expressli limit storag equip materi project product materi product project,0
project number name pay item number descript locat place date load number truck identif time arriv mass volum spread person signatur,0
insur describ herein shall maintain final accept work,1
contractor discourag transmit volumin submitt shop draw one time,0
work around fire hydrant provis continu servic made approv local fire author,1
util servic interrupt result damag construct immedi notifi util owner co proper author,1
datum north american vertic datum navd nation geodet vertic datum ngvd datum note plan,0
method storag store materi manner preserv qualiti fit work facilit prompt inspect minim nois impact sensit receiv,0
time certif condit preced right contractor recov compens subcontractor cost failur time submit certif constitut full complet absolut irrevoc waiver contractor right recov subcontractor cost,1
submit draw bear seal signatur profession engin profici form falsework design licens state project construct follow,1
coordin work caus least impedi overal construct oper util servic,0
establish horizont vertic control necessari construct work conform contract document,1
contractor shall exert everi reason dilig effort ensur labor employ contractor subcontractor work project work harmoni compat labor use build construct contractor hereaft site work cover contract,1
check certif incorpor materi work ensur requir contract met,1
feder water pollut control act clean water act usc et seq,0
permit commerci area enterpris develop area provid type materi use last year appropri permit,1
obtain addit permit agreement modif govern obtain permit agreement requir contractor method oper,1
engag servic person person employ depart perform layout work,0
one project job separ job number includ contract depart distribut reduc retainag provid first paragraph subarticl separ project job ratio contract valu work particular job bear total contract amount,1
written evid previous approv compar defici,1
negoti price contract modif work perform submit follow,1
engin allow contract adjust differ site condit unless contractor submit requir written notic,1
rent equip without oper contractor shall carri oper payrol,1
variat qualiti expect feasibl ascertain qualiti materi entir deposit exploratori sampl,1
depart pay contractor work either applic contract item accord contract item applic,0
particular pay attent chapter rule depart environment protect florida administr code part state implement plan applic project,0
contract schedul may indic complet date advanc expir contract time,1
unless otherwis specifi measur work place complet accord contract,0
monetari compens provid constitut full complet payment addit work contractor shall right addit monetari compens direct indirect cost profit addit work beyond expressli provid,1
commenc work contract depart issu notic proceed,1
engin reject materi whether place,0
contractor receiv prior notic describ reason state subparagraph commit second subsequ act,1
specif plan certif complianc requir section accompani final estim,1
schedul submitt prepar submit schedul submitt identifi work shop draw appli,1
non recover item parti agre claim depart liabil follow item damag expens,1
weigh procedur devic batch mass may accept determin pay quantiti approv automat weigh cycl monitor system includ part batch equip,1
measur work outsid line slope establish co,0
prepar document use unit measur contract plan includ tabl content cover sheet,0
materi sourc manag notifi co least day start oper sourc,1
submit updat contract schedul engin accept signific chang plan order durat activ,1
remov damag limb exist tree approv arborist,1
work may elimin contract without invalid contract,1
obtain approv prior begin construct platform,1
document submit pdf file document trade literatur catalogu inform calcul manual format sheet larger inch inch,1
depart requir addit submitt submitt cost save initi propos major modif,1
word conting sum fix rate appear unit bid price includ govern insert amount bid pay item total bid amount,0
cut otherwis damag materi remov unless engin give permiss,1
consecut number sheet submitt seri indic total number seri,0
receipt non receipt propos consid ground bid protest,0
repay moni advanc program made valu work accomplish particip reach percent,0
tabul total quantiti contract price work accomplish complet pay item,0
contractor fail remov person person engin may withhold estim may becom due suspend work contractor compli order,1
propos submit propos chang design pavement system would requir addit right way,1
temporari work construct affect public safeti submit engin record shop draw applic calcul design special erect equip brace falsework scaffold etc,1
revis schedul resubmit approv depart district contract complianc manag,1
ornament tree shrub take ownership ornament tree shrub exist right way requir remov construct oper specif design plan reset remov other prior construct oper,1
case continu delay singl preliminari request extens contract time requir,1
depart accept secur certif deposit letter credit replac retainag,1
author chang work depart design pay quantiti item lump sum plan show estim quantiti depart adjust compens item proportion author plan chang made result increas decreas quantiti item,0
certifi survey must sign seal profession engin profession surveyor mapper regist state florida,1
specif provid deduct due test result fall outsid allow specifi toler,0
resum oper author engin write,0
insert substanc provis claus subcontract issu pursuant contract,0
depart determin contractor delinqu depart give contractor written notic intent suspend contractor certif qualif,1
accept propos shall describ error defect either describ remedi action,1
submit plan pdf file scale contract plan format inch inch sheet,1
ensur letter number legibl identif purpos time,0
engin request time final accept work remov uncov portion finish work direct,1
also submit shop draw detail requir effect prosecut concret work includ contract document special erect equip masonri layout diagram diagram bend reinforc steel addit detail requir concret compon perman work,1
project origin contract amount greater within calendar day receipt complet claim submit contractor complianc,0
titl sheet built draw bold text name contractor name co site repres project complet date revis project length revis begin end station project revis index sheet revis curv widen tabl strikeout schedul option award note state work construct design unless otherwis note plan note,0
depart compens contractor cost associ repair restor exist properti accord,0
sack packag materi furnish net weight pack manufactur may use,1
design loan mobil payment made payabl jointli prime contractor particip financi institut,0
includ work perform close date follow month invoic submit invoic design bill offic,1
park privat vehicl outsid clear zone,0
prepar shop draw use unit measur use contract plan,0
perform qualiti control sampl test accord approv contractor qualiti control plan section applic sampl test accept requir tabl includ end section,1
sole cost incur beyond reason mitig thereof contractor could undertaken,1
construct toler constru defin revis author templat,0
time impact analysi compli applic contract claus request time extens,0
termin contract portion thereof provis subarticl reliev contractor sureti respons complet portion contract oblig concern claim aris work perform,0
depart submitt requir contract invoic eeo report materi certif certif materi procur etc,1
credit allow train posit indic approv job train schedul contractor demonstr good faith effort provid train classif made,1
request equit adjust fail fulli compli certif requir review depart,1
formwork scaffold temporari work affect public safeti develop requir design accord aashto guid design specif bridg temporari work aashto construct handbook bridg temporari work chapter structur design guidelin sdg use wind load specifi sdg,1
internet bid submitt unless otherwis indic advertis bidder shall use depart bid softwar prepar bid internet submitt,1
entitl time extens due extra work limit sole provid,0
work platform indic permit construct submit work platform construct plan appropri coast guard district approv,1
depart consid propos receiv time set open bid,0
work moveabl bridg request temporarili chang oper requir moveabl bridg must submit write appropri coast guard district bridg branch day start action,1
submit time impact analysi revis construct schedul within day end time impact event notic given includ follow,1
qualifi applic depart issu certif fix type work aggreg amount work depart allow prequalifi bidder contract one time,0
theft vandal consid damag caus third parti,1
govern may inspect sampl test work final accept project,1
curv section set horizont control point foot interv locat referenc centerlin exist pavement,0
month month defin gregorian calendar measur portion month prorat base total day work,0
acquir permit requir aquat plant control outlin chapter florida administr code rule florida depart environment protect,1
price adjust base monthli bulk averag price ga diesel deriv depart,0
railroad shall also ad along depart addit insur polici i procur pursuant subsect,1
provid secur store materi,0
discoveri unmark human burial unmark human burial discov immedi ceas activ may disturb unmark human burial notifi engin,1
depart may requir manufactur submit sampl materi independ verif purpos,1
inform may requir furnish oath failur sureti respond request document within day receipt request caus reject sureti,1
arrang light prevent interfer traffic produc undu glare properti owner,0
rather author call attent contractor failur work materi meet contract document author reject materi suspend work question issu refer decid engin,1
replac excav use accept materi cost govern,1
ubmit addit specif draw uniqu situat clarifi layout construct detail method request co,0
howev place store discard equip materi rubbish site,0
prior use foreign steel iron materi project submit invoic document actual cost materi obtain engin written approv prior incorpor materi project,1
engin review correct schedul respond within calendar day receipt,0
subarticl appli cost reduct propos hereinaft refer propos contractor initi develop purpos refin contract increas cost effect significantli improv qualiti end result,0
provid origin signatur certif facsimil unaccept,0
engin give express written direct contractor acceler effort written direct set forth price pertin inform reduc written contract document promptli,0
must reason assur stockpil materi incorpor specif project partial payment made,1
use privat properti storag without written permiss owner lesse,0
obtain insur compani author busi appropri state,0
within limit construct project depart allow oper equip haul unit weight caus damag previous construct element project includ necessarili limit bridg drainag structur base cours pavement,1
employ discharg person project without written consent engin,0
intent contract provid construct complet everi detail work describ contract,1
sampl locat exact locat sampl determin co base random number,0
control point furnish depart engin provid centerlin control point begin project end project pi pt etc,0
begin work notifi engin less five day advanc plan start day work,1
propos made limit liabil compani execut propos set compani name manag author member sign propos enter compani bid offic address,0
restor govern provid storag site origin condit,0
refer mark point necessari provid line grade construct roadway,1
shop draw concret structur submit shop draw concret compon cast place otherwis exempt submitt requir,1
build structur submit work shop erect draw correspond relat build structur rest area pavilion offic build mainten warehous architect record resid engin review approv,1
increas decreas alter shall constitut breach contract shall invalid contract releas sureti liabil aris contract sureti bond,1
upon complet work depart accept work make final payment remov right way adjac properti falsework equip surplu discard materi rubbish temporari structur restor accept manner properti public privat damag prosecut work leav waterway unobstruct roadway neat present condit throughout entir length work contract,1
includ mileston activ mileston requir contract document,1
develop requir brace design accord aashto lrfd bridg design specif lrfd chapter sdg use wind load specifi sdg,1
compli applic law ordin safeti code regul order decre,0
co may requir inform furnish oath failur sureti accept mail failur sureti respond request inform document within day receipt request caus reject sureti,1
coordin contract document,0
work measur measur subsect section order work bid schedul contain pay item work section order work,0
partial final accept maintain work construct project accept repair damag caus contractor final accept entir project cost govern see far claus use possess prior complet,1
includ submitt document catalog data procedur manual fabric weld procedur mainten oper manual requir work,1
issuanc notif find due addit review impact requir,1
depart recogn subcontractor capac employe agent contractor engin may requir contractor remov subcontractor case employe,1
notic base upon reason state subparagraph contractor within period ten calendar day receiv notic describ,1
submit avail histor data indic accept materi produc sourc,1
payment full extent monetari compens entitl due contractor extra work,0
major modif modif opinion engin significantli affect quantiti measur work integr maintain structur compon,0
construct contract requir prequalif file applic qualif use depart onlin prequalif applic system give detail inform respect financi resourc equip past record personnel experi,1
failur provid notic intent preliminari time extens request time extens request certifi written claim full complet claim document within time requir shall constitut full complet absolut irrevoc waiver contractor right addit compens time extens claim,1
depart agricultur florida depart agricultur consum servic issu quarantin regul pertain control nematod citru rule florida administr code plant pest,0
measur test conform,0
test result submit govern inform allow co opportun wit sampl split test materi,0
unauthor discharg occur prevent contamin notifi appropri author co mitig damag,1
upon time receipt request contract time extens engin investig condit determin increas time cost perform control item work beyond control contractor adjust contract time made monetari adjust made exclud loss anticip profit contract modifi write accordingli,0
repair damag underground util shown plan identifi construct caus fault neglig contractor paid govern,1
depart consid effect util reloc adjust work job progress basi grant time extens follow criteria met,0
contractor risk either probabl work produc accept qualiti level aql reject probabl work produc aql accept less contract unit bid price,1
oper haul unit equip load excess maximum weight specifi,0
linear foot meter applic measur work along length end end parallel base foundat along top along front face along invert,0
prior approv engin may modifi propos concurr contractor make accept,1
restrict appli road bridg insid outsid contract limit long road bridg open public use,0
engin use accept schedul baselin measur progress,1
contractor origin design submit shop draw applic calcul engin record review,1
preconstruct confer held contract award begin work seven day preconstruct confer submit copi preliminari construct schedul accord section,1
includ frequenc type verif perform ensur construct grade conform contract document,0
take cross section origin ground use design stake templat determin end area,0
bond obligor shall materi supplier oblige shall contractor florida depart transport,1
special permit reliev contractor liabil damag result move materi equip,1
prequalifi contractor bid contract must certifi total dollar amount work underway submit form spreadsheet similar format prior submit bid,1
contractor avail opportun train personnel state fund project bank traine hour credit shall compli train criteria set forth section feder aid project voluntari bank may deni depart staff avail monitor complianc train criteria,1
contractor submit requir mill test analysi report,1
post legal gross vehicular weight display maximum legal gross weight specifi florida uniform traffic code perman manner side dump truck dump type tractor trailer unit haul embank materi construct aggreg road base materi hot bitumin mixtur project public road street,0
provid superintend speak understand english maintain least one respons person speak understand english project work hour,1
engin may inspect test materi point product distribut use,1
procur maintain railroad protect liabil coverag iso form cg railroad name insur limit less combin singl limit,1
full author receiv instruct engin execut order direct engin includ promptli suppli materi tool equip labor incident may requir,1
measur structur line accord plan approv line adjust fit field condit,1
manufactur requir submit request depart approv modif alter made product list apl,1
lot contain unsatisfactori percentag non specif materi less pay factor accept provid lowest singl pay factor fallen reject portion tabl,1
upon request submit depart copi subcontract agreement,1
requir remov materi restor land satisfactori condit cost govern,1
bridg notifi appropri coast guard district bridg branch least day prior start oper includ construct day prior channel oper closur open restrict,1
cross railroad track vehicl equip except exist open public grade cross railroad approv temporari grade cross,1
resubmiss propos withdrawn must made complet propos subject provis,1
contract far claus limit subcontract appli percentag work perform contractor comput cost contract work perform contractor employe includ cost materi divid cost contract work includ cost materi,0
date place manufactur,0
direct cost includ document invoic support direct cost incur includ bond mobil demobil permit royalti,1
depart labor manpow administr bureau apprenticeship train shall also consid accept provid administ manner consist equal employ oblig feder aid highway construct contract,1
contract time extens depart may grant extens contract time control item work delay factor reason anticip forese time bid,1
perform work line grade cross section dimens process materi requir shown contract,1
depart oblig pay reimburs damag caus,1
govern respons cost attribut repair replac damag work caus declar enemi terrorist govern cataclysm natur phenomenon,1
perform work cover supplement agreement unilater payment written author receiv engin,0
shape dress area adjac project right way use plant site materi storag area equip yard longer need purpos,1
oper vehicl equip safe without hindranc travel public,0
fertil ensur employe appli fertil possess current florida depart agricultur consum servic commerci applic licens accord section,0
period suspens contractor certif qualif depart allow contractor affili bid depart,0
represent may label catalog data stamp specif standard supplier certif indic materi produc commerci standard specif,1
close date invoic submitt date close date progress payment design co,0
built draw certifi survey must sign seal appropri licens profession regist state florida,1
upon satisfactori complet work depart submit written notic accept either partial final contractor,1
preserv public privat properti,0
meet co jointli review built draw log accuraci complet legibl submiss monthli invoic,0
contractor entitl compens direct cost incur date elimin work plu profit overhead direct incur cost anticip profit overhead expens elimin work compens,0
qualiti materi gener accept,1
depart right default contractor affili convict contract crime shall extend expressli applic depart contract either advertis bid request propos letter interest request intent award post otherwis issu contract enter date underli relat crimin indict crimin inform crimin charg file contractor affili result convict,1
sureti contract bond consent complet portion affidavit sureti releas subsequ contractor complet portion final payment contractor agre make payment reliev sureti oblig bond,0
submit depart approv design calcul layout draw erect draw show equip use bridg structur overstress,1
built draw certifi survey must pdf file scale contract plan format inch inch sheet satisfi requir special condit list water manag district environment resourc permit erp applic local permit,1
event depart delet util reloc work contract util owner reloc util accord backup util reloc schedul contain contract document,0
use prevail industri standard absenc contract requir toler,1
condit preced final accept project submit engin built draw certifi survey verifi built condit,1
solicit price quotat arrang time review plan quantiti specif deliveri schedul prepar present quotat,0
train permiss lower level manag posit offic engin estim etc,0
approxim locat temporari falsework conceptu outlin special erect equip,0
contractor record upon request provid record relat contract govern year final payment longer period provid law,0
invoic bulk materi ship truck rail pass mix plant submit supplier invoic net mass volum convert mass,1
incorpor materi requir submitt work approv,1
document complianc applic law regul,0
depart includ allow delay caus effect inclement weather suspens contractor oper defin,0
credit allow traine previous enrol depart approv train program anoth contract continu train job classif complet train differ contract,1
dust control control dust storag handl dusti materi wet cover mean approv engin,1
perform eros sediment control accord sourc develop plan storm water pollut prevent plan swppp eros control plan,0
construct aggreg aggreg use depart project must accord rule fac,1
immedi notifi engin write result coordin appropri resourc agenc,1
post permit placard protect locat worksit,1
depart execut contract within calendar day exclud saturday sunday state holiday receipt sign contract necessari agreement contract bond requir document contractor,1
submit evid corpor person sign author bind corpor,0
final accept notifi co entir project complet schedul inspect,1
understood matter individu act sole agent repres depart,0
depart open publicli announc propos time place indic advertis,0
gener construct materi use construct project except materi exempt,0
journal base rate corpor loan post least nation largest bank th calendar day follow depart receipt certifi written claim full complianc,1
coupl vehicl may weigh separ togeth accord subsect paragraph ur singl draft vehicl weigh nist handbook specif toler technic requir weigh measur devic,1
asphalt materi ship truck transport net certifi mass subject correct loss foam may use comput quantiti,1
asphalt plant oper maintain asphalt plant accord chapter rule depart environment protect florida administr,0
failur submit sign notif submit claim document within time frame specifi may result suspens contractor certif qualif provis florida administr code,1
progress payment follow requir far claus payment fix price construct contract far claus prompt payment construct contract,1
coordin review date stamp approv sign shop draw prepar contractor agent subcontractor fabric supplier etc,1
weigh pay quantiti program printer provid follow inform weigh,0
acr hectar squar feet squar meter,0
store explos secur manner complianc law ordin clearli mark storag place word danger explos,0
whenev action third parti damag exist properti otherwis due fault activ contractor either restor condit equal better exist time damag occur provid access coordin depart mainten contractor accord,1
system grade dimens elev contour final grade cross section determin contribut drainag area flow direct convey runoff system discharg point,0
attach automat printer scale program otherwis equip prevent manual overrid mass inform,0
cooper contractor perform work furnish materi without obtain inspect engin,0
contractor shall request equit adjust compens time disput resolut propos certifi oath write accord formal requir florida law request made good faith support data submit accur complet contractor best knowledg belief amount request accur reflect contractor good faith believ depart respons,1
contractor failur complet project prior expir contract time,0
contractor shall maintain record document actual hour traine engag train work perform part contract,1
depart copi request record allow record inspect copi within reason time cost exceed cost provid chapter florida statut otherwis provid law,0
refer far feder law standard specif special contract requir refer certif certif certifi document equip individu refer refer document non regulatori peripher contract requir requir valid individu organ uniqu knowledg qualif perform valid,1
use materi contain substanc determin hazard state florida depart environment protect,0
far tar special contract requir plan standard specif contract document,1
contract origin contract time calendar day ton asphalt concret depart adjust bid unit price bitumin materi exclud cutback emulsifi asphalt reflect increas decreas asphalt price index api bitumin materi effect month bid receiv,1
independ review engin shall sign,1
payment per diem compani practic instanc compens per diem request,0
assist repres author inspect work done materi furnish,0
materi includ earth excav materi requir construct,1
notic requir extend intellectu properti right stand alon integr compon propos alreadi depart approv product list apl standard plan otherwis gener known industri subject patent copyright protect,1
instanc depart determin entitl,0
bridg sheet note addit revis locat charact dimens follow item station bridg end,0
termin contract conveni depart may termin entir contract portion thereof secretari determin termin depart interest,1
keep built draw current maintain revis log chang made,0
applic regul determin weight materi payment use scale meet requir chapter florida statut pertain specif toler regul administ bureau weight,1
includ compens light night work contract price variou item contract,0
scope review engin engin record review shop draw conform requir contract document intent design,1
contractor transfer public record depart upon complet contract contractor shall destroy duplic public record exempt confidenti exempt public record disclosur requir,1
contractor subcontractor supplier shall make good faith effort cooper auditor,1
commerci gener liabil insur carri commerci gener liabil insur provid continu coverag work oper perform contract aggreg inclus amount provid umbrella excess polici,0
materi misstat sureti overstat asset either ownership valu understat liabil caus reject sureti,0
document relat everi claim togeth document support amount damag claim,1
dispos contamin materi accord requir regul local state feder agenc jurisdict,1
estim percentag work within specif limit qualiti characterist determin follow,0
fail compli contract requir regard minimum wage payment,1
hard copi bid submitt unless otherwis indic advertis propos may submit via hard copi,1
depart period review approv apl product product origin approv anniversari,1
depart submit shop draw consult resid engin request appropri depart shop draw review offic,1
includ activ procur fabric deliveri materi plant equip review time shop draw submitt,0
internet bid submitt bidder may withdraw propos time prior bid submitt deadlin specifi advertis,1
power attorney corpor sureti shall submit current power attorney sign agent attorney fact sf,1
prevent suppress forest fire take reason precaut prevent suppress forest fire,0
request co decis interpret contract term recoveri increas cost quantifi amount certifi amount requir far claus disput altern includ explan interpret contract term contract claus claim made support document adequ cost data support amount claim,1
cooper util owner cooper owner underground overhead util line remov rearrang oper order oper may progress reason manner duplic rearrang work may reduc minimum servic render util owner unnecessarili interrupt,1
caus whatsoev fail carri work accept manner sureti execut bond reason caus becom unsatisfactori opinion depart,1
provid flag watchman servic approv signal devic protect traffic cross accord approv written plan activ,1
depart labor occup safeti health administr osha,0
depart accept respons internet bid meet time requir stipul advertis,1
use portion right way outsid clear zone portion requir public vehicular pedestrian travel,1
direct shop draw ensur weld perform welder qualifi aw,0
use mutual agre write volum materi haul vehicl,0
submit approv work progress schedul work plan project specifi,1
provis contract document may waiv requir submitt,1
support design chang result propos draw comput sign seal contractor engin record,0
point use test test materi immedi follow placement specifi specif,0
describ activ suffici detail engin readili identifi work measur progress activ,0
requir addit requir far subpart except conflict requir far case far control,1
contractor fail final either initi revis contract schedul time specifi engin may withhold contract payment engin accept schedul,1
copi current approv schedul exist impact,1
identif provis contract support claim statement reason provis support claim altern provis contract allegedli breach action constitut breach,0
perform qualiti control sampl test accord approv contractor qualiti control plan section aggreg sourc qualiti test applic sampl test accept requir tabl includ end section,1
lessor provid rental equip oper basi exceed lessor subject equal employ opportun requir applic project,1
director offic construct may appoint assist repres desir,1
subsequ chang shall certifi engin part cost propos seven calendar day advanc perform extra work,1
includ list map show control point envelop site,0
depart guarante detail pertain bore shown plan gener indic materi like found adjac hole bore site work approxim locat indic,1
use net certifi scale mass mass base certifi volum case rail shipment basi measur subject correct asphalt materi lost car distributor wast otherwis incorpor work,1
addit work materi specifi specif includ specif pay item includ pay item addit incident work specif mention shown plan indic obviou appar necessari proper complet work pay item stipul cover pay item,1
point distribut test test materi distribut facil specifi contract document,0
depart deem necessari record includ book account support document paper pertain cost perform work,0
contractor fail furnish suffici suitabl equip forc materi necessari prosecut work accord requir schedul engin may withhold estim may becom due suspend work contractor correct defici,1
whether determin settlement final rule formal proceed depart shall pay contractor simpl interest calcul prime rate report wall street,1
prior execut contract renew period occur prior final accept work depart shall provid acord certif liabil insur reflect coverag describ herein,1
author chang limit work depart design pay quantiti item origin plan quantiti author plan chang result increas decreas quantiti item depart revis plan quantiti accordingli,0
submit appropri prepar check calcul manual clearli outlin design criteria,0
depart labor bureau apprenticeship train state apprenticeship agenc recogn bureau train program approv necessarili sponsor,1
project number name pay item number descript,0
unless depart express written except propos accept process specif releas contractor oblig hold harmless indemnifi defend one disclos intellectu properti right,1
carri approv correct construct measur expens,1
partner strive resolv problem time profession non adversari manner,0
take convert measur work accord customari metric measur,0
weather soil condit consid unsuit prosecut work,0
payment kind amount made item work start,0
addit submit power attorney sureti repres identifi agreement,1
project includ temporari perman stripe pass zone provid locat length zone shown plan except project vertic horizont align new alter preconstruct align,1
obtain quarantin regul relat inform follow anim plant health inspect servic,0
erect construct affect public safeti submit erect plan sign seal specialti engin engin least four week prior erect commenc,1
specifi meet requir defin refer,1
amount partial payment determin invoic materi unit price contract,0
averag price indic gasolin diesel avail construct offic websit th month follow url,0
includ submitt inform catalog data procedur manual fabric weld procedur mainten oper procedur requir work,1
exampl adjust concret dimens substitut steel plate size chang reinforc bar size space etc,0
construct concret placement sequenc,0
util techniqu facilit dbe particip contract activ includ limit,0
restack unus portion govern provid stockpil upon complet work cost govern measur restor materi sourc payment,0
submitt receipt engin constitut depart accept approv propos shown thereon,1
exampl substitut altern beam size space chang materi strength type like,0
receipt non receipt revis propos consid ground bid protest,0
submit schedul submitt depart shop draw review offic engin record within day start contract prior submiss shop draw,1
submit proof actual cost shown receipt bill actual cost record point deliveri engin may design,1
whenev section project accept condit use engin may direct contractor open vehicular pedestrian traffic,1
